a1,a2,a3,a4,a1_coefficients,a2_coefficients,a3_coefficients,a4_coefficients,b1,b2,b1_coefficients,b2_coefficients,c1,c2,c3,c1_coefficients,c2_coefficients,c3_coefficients,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,ETL_stack_sequence,ETL_thickness,HTL_stack_sequence,HTL_additives_compounds,Perovskite_deposition_solvents,JV_default_PCE
Cs, FA, MA,,0.1,0.75,0.15,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c | TiO2-mp,20.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,21.53
Cs, FA, MA | (FEA),,0.04,0.92, 0.04 | 2,,Pb | Pb,,1 | 1,,I | I,,,3 | 4,,,110.0 >> 110.0,40.0 >> 40.0,TiO2-c | TiO2-mp,nan | 250.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO >> DMF; DMSO,22.09
Cs, FA, MA,,0.04,0.92,0.04,,Pb,,1,,I,,,3,,,110,40,TiO2-c | TiO2-mp,nan | 250.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.97
Cs,,,,1,,,,Pb,,1,,Br,,,3,,,70.0 >> 250.0,30.0 >> 10.0,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> Methanol,3.78
Cs,,,,1,,,,Pb,,1,,Br,,,3,,,70.0 >> 250.0,30.0 >> 10.0,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> Methanol,5.04
Cs,,,,1,,,,Pb,,1,,Br,,,3,,,70.0 >> 250.0,30.0 >> 10.0,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> Methanol,4.47
Cs,,,,1,,,,Pb,,1,,Br,,,3,,,70.0 >> 250.0,30.0 >> 10.0,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> Methanol,6.21
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,110,20,TiO2-c,50,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,19.62
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,110,20,Nb2O5,50,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,20.14
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,110,20,Nb2O5,50,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,15.39
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,2.51,2.49,,100,60,TiO2-c,75,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.94
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,2.51,2.49,,100,60,TiO2-c,75,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO; Pyridin,17.82
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,2.51,2.49,,100,60,TiO2-c,75,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO; Pyridin,19.03
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,2.51,2.49,,100,60,TiO2-c,75,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO; Pyridin,17.91
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,2.51,2.49,,100,60,TiO2-c,75,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO; Pyridin,17.48
Cs, FA,,,0.1,0.9,,,Pb,,1,,I,,,3,,,100,60,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO; GBL,18.7
Cs, FA,,,0.1,0.9,,,Pb,,1,,I,,,3,,,100,60,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO; GBL,20
Cs, FA,,,0.1,0.9,,,Pb,,1,,I,,,3,,,100,60,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO; GBL,20
Cs, FA,,,0.1,0.9,,,Pb,,1,,I,,,3,,,100,60,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO; GBL,20.7
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,17.16
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c | TiO2-mp,30.0 | 150.0,PTAA,Li-TFSI; TBP,DMF; DMSO,17
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c,30,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,17.5
Cs, FA,,,0.2,0.8,,,Pb,,1,,Br, I,,0.15,2.85,,100,20,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.64
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,10,TiO2-np,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.72
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,10,TiO2-np,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.55
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,10,TiO2-np,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.13
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,10,TiO2-np,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.94
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,10,TiO2-np,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,12.7
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,120,5,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.6
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,120,5,TiO2-c | TiO2-mp | Sinapoyl malate,150.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,20.02
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,120,5,TiO2-c | TiO2-mp | Sinapoyl malate,150.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.6
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,120,5,TiO2-c | TiO2-mp | Sinapoyl malate,150.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.62
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,120,5,TiO2-c | TiO2-mp | Sinapoyl malate,150.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,20.02
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c | TiO2-mp,100.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.19
Cs, FA, MA,,0.07,0.79,0.14,,Pb,,1,,Br, I,,0.45,2.55,,100,45,TiO2-c | TiO2-mp,70.0 | 100.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.91
Cs, FA, MA,,0.07,0.79,0.14,,Pb,,1,,Br, I,,0.45,2.55,,100,45,TiO2-c | TiO2-mp | PCBM-60; PMMA,70.0 | 100.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,20.24
Cs, FA,,,0.05,0.95,,,Pb,,1,,I,,,3,,,170,10,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.2
Cs, FA,,,0.15,0.85,,,Pb,,1,,I,,,3,,,170,10,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,15.98
Cs, FA,,,0.3,0.7,,,Pb,,1,,I,,,3,,,170,10,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,15.86
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.45,2.55,,100,60,TiO2-c | TiO2-mp,30.0 | 180.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,20.6
Cs, MA,,,0.05,0.95,,,Pb,,1,,I,,,3,,,100,20,TiO2-c | TiO2-mp,100.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16
Cs, MA,,,0.1,0.9,,,Pb,,1,,I,,,3,,,100,20,TiO2-c | TiO2-mp,100.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.5
Cs, MA,,,0.15,0.85,,,Pb,,1,,I,,,3,,,100,20,TiO2-c | TiO2-mp,100.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,14
Cs, MA,,,0.2,0.8,,,Pb,,1,,I,,,3,,,100,20,TiO2-c | TiO2-mp,100.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,13.2
Cs,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60 | BCP,80.0 | 3.0,NiO-c,Carbon-QDs,DMF,16.75
Cs,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60 | BCP,80.0 | 3.0,NiO-c,Carbon-QDs,DMF,14.42
Cs,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60 | BCP,80.0 | 3.0,NiO-c,Carbon-QDs,DMF,16.42
Cs,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60 | BCP,80.0 | 3.0,NiO-c,Carbon-QDs,DMF,15.75
Cs, FA, MA,,0.07,0.73,0.2,,Pb,,1,,Br, I,,0.47,2.53,,100,10,SrTiO3,20,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.5
Cs, FA, MA,,0.1,0.74,0.153,,Pb,,1,,Br, I,,0.51,2.49,,150,10,PCBM-60 | BCP,nan | 6.0,PTAA,F4-TCNQ,DMF; DMSO,17.55
Cs, FA, MA,,0.1,0.74,0.153,,Pb,,1,,Br, I,,0.51,2.49,,150,10,PCBM-60 | BCP,nan | 6.0,PTAA,F4-TCNQ,DMF; DMSO,19.92
Cs, FA, MA,,0.05,0.79,16,,Pb,,1,,Br, I,,0.5,2.5,,100,30,SnO2-c | SnO2-np,15.0 | 15.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.1
Cs, FA, MA,,0.05,0.83,0.12,,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.4
Cs, FA, GU, MA,0.05,0.81,0.025,0.11,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.9
Cs, FA, GU, MA,0.05,0.79,0.05,0.11,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.9
Cs, FA, GU, MA,0.05,0.76,0.075,0.11,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.8
Cs, FA, GU, MA,0.05,0.75,0.075,0.1,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,15.1
Cs, FA, MA,,0.05,0.83,0.12,,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.2
Cs, FA, GU, MA,0.05,0.81,0.025,0.11,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,15.5
Cs, FA, GU, MA,0.05,0.79,0.05,0.11,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,15.2
Cs, FA, GU, MA,0.05,0.76,0.075,0.11,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,15.9
Cs, FA, GU, MA,0.05,0.75,0.075,0.1,Pb,,1,,Br, I,,0.39,2.61,,100,45,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,14.9
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.4845,2.51555,,100,60,C60 | BCP,30.0 | 8.0,PTAA,F4-TCNQ,DMF; DMSO,17.87
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.4845,2.51555,,100,60,C60 | BCP,30.0 | 8.0,PTAA,F4-TCNQ,DMF; DMSO,18.79
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.4845,2.51555,,100,60,PEIE | C60,5.0 | 30.0,P3HT,F4-TCNQ,DMF; DMSO,11.03
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.4845,2.51555,,100,60,PEIE | C60,5.0 | 30.0,P3HT,F4-TCNQ,DMF; DMSO,11.73
Cs, FA, MA,,0.07,0.79,0.14,,Pb,,1,,Br, I,,0.45,2.55,,100,30,TiO2-c | TiO2-mp | PCBM-60; PMMA,70.0 | 80.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.88
Cs, FA, MA,,0.05,0.49,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,20,SnO2-np,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,15.43
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,10,TiO2-c | TiO2-mp,20.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,10,TiO2-c | TiO2-mp,20.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.7
Cs, FA, MA,,0.05,0.795,0.16,,Pb,,1,,Br, I,,0.51,2.5,,100,60,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.64
Cs, FA, MA,,0.05,0.795,0.16,,Pb,,1,,Br, I,,0.51,2.5,,100,60,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Zn(TFSI)2; TBP,DMF; DMSO,19.43
Cs, FA, MA,,0.05,0.85,0.1,,Pb,,1,,Br, I,,0.39,2.61,,100,60,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,20.9
Cs, FA, MA,,0.05,0.85,0.1,,Pb,,1,,Br, I,,0.39,2.61,,100,60,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,20.9
Cs, FA, MA,,0.05,0.85,0.1,,Pb,,1,,Br, I,,0.39,2.61,,100,60,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,20.5
Cs, FA, MA,,0.05,0.85,0.1,,Pb,,1,,Br, I,,0.39,2.61,,100,60,TiO2-c | TiO2-mp,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,20
Cs, FA, MA,,0.05,0.85,0.1,,Pb,,1,,Br, I,,0.39,2.61,,100,60,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.4
Cs, FA, MA,,0.05,0.85,0.1,,Pb,,1,,Br, I,,0.39,2.61,,100,60,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,14.1
Cs, FA, MA,,0.05,0.85,0.1,,Pb,,1,,Br, I,,0.39,2.61,,100,60,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.4
Cs, FA, MA,,0.07,0.81,0.12,,Pb,,1,,Br, I,,0.39,2.61,,150,20,SnO2-np,250,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,21.55
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,19.3
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.6
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,Fe(ttb)(TFSI)3; Li-TFSI; TBP,DMF; DMSO,18.3
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,Fe(ttb)(TFSI)3; Li-TFSI; TBP,DMF; DMSO,19.5
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,18
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.9
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,Fe(ttb)(TFSI)3; Li-TFSI; TBP,DMF; DMSO,17.8
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,Fe(ttb)(TFSI)3; Li-TFSI; TBP,DMF; DMSO,18
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.31,2.7,,100,60,SnO2-c,15,Spiro-MeOTAD,Fe(ttb)(TFSI)3; Li-TFSI; TBP,DMF; DMSO,15.8
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,70; 100,10.0; 90.0,TiO2-c | Sr2CeO4:Eu,nan | 150.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,18.95
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,70; 100,10.0; 90.0,TiO2-c | Sr2CeO4:Eu,nan | 100.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,17.35
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,70; 100,10.0; 90.0,TiO2-c | Sr2CeO4:Eu,nan | 210.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,11.08
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,70; 100,10.0; 90.0,TiO2-c | Sr2CeO4:Eu,nan | 300.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,5
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,70; 100,10.0; 90.0,TiO2-c | Sr2CeO4:Eu,nan | 400.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,2
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,70; 100,10.0; 90.0,TiO2-c | Sr2CeO4:Eu,nan | 500.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,0.25
Cs, FA,,,0.15,0.85,,,Pb,,1,,I,,,3,,,170,20,TiO2-c,50,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,15.2
Cs, FA,,,0.15,0.85,,,Pb,,1,,I,,,3,,,170,20,TiO2-c,50,Spiro-MeOTAD,FK209; 3PO4; Li-TFSI; TBP,DMF; DMSO,17.6
Cs, FA,,,0.15,0.85,,,Pb,,1,,I,,,3,,,170,20,TiO2-c,50,Spiro-MeOTAD,CF3PA; FK209; Li-TFSI; TBP,DMF; DMSO,17.5
Cs, FA,,,0.15,0.85,,,Pb,,1,,I,,,3,,,170,20,TiO2-c,50,Spiro-MeOTAD,FK209; H2SO4; Li-TFSI; TBP,DMF; DMSO,17.7
Cs, FA,,,0.15,0.85,,,Pb,,1,,I,,,3,,,170,20,TiO2-c,50,Spiro-MeOTAD,AcOH; FK209; Li-TFSI; TBP,DMF; DMSO,17.8
Cs, FA, MA,,0.05,0.81,0.14,,Pb,,1,,Br, I,,0.45,2.55,,100,30,SnO2-np,30,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,17
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,30,SnO2-QDs,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,20.32
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,30,SnO2-QDs,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.08
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,30,SnO2-QDs | PCBM-60,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.05
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,30,SnO2-QDs | PCBM-60,30.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,15.24
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,120,60,TiO2-c,60,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.6
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,120,60,TiO2-c,60,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.7
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,60,SnO2-np,30,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,18.2
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,60,SnO2-np,30,PEDOT,Undoped,DMF; DMSO,12.4
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,60,SnO2-np,30,PEDOT; Spiro-MeOTAD,Undoped,DMF; DMSO,18.7
Cs,,,,1,,,,Pb,,1,,Br, I,,1,2,,350,Unknown,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,11.8
Cs,,,,1,,,,Pb, Zn,0.94,0.06,Br, I,,1,2,,350,Unknown,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,12.5
Cs,,,,1,,,,Pb, Zn,0.9,0.1,Br, I,,2,1,,350,Unknown,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,13.6
Cs,,,,1,,,,Pb, Zn,0.88,0.12,Br, I,,1,2,,350,Unknown,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,11.1
Cs, FA, MA,,0.07,0.9,0.03,,Pb,,1,,Br, I,,0.24,2.76,,150,30,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.8
Cs, FA, MA,,0.07,0.9,0.03,,Pb,,1,,Br, I,,0.24,2.76,,150.0 >> 70,30.0 >> 15.0,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO >> IPA,21.8
Cs, FA, MA,,0.07,0.9,0.03,,Pb,,1,,Br, I,,0.24,2.76,,150.0 >> 70,30.0 >> 15.0,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO >> IPA,21.14
Cs, FA, MA,,0.07,0.9,0.03,,Pb,,1,,Br, I,,0.24,2.76,,150.0 >> 70,30.0 >> 15.0,TiO2-c | TiO2-mp,30.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO >> IPA,20.8
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c | TiO2-mp,40.0 | 120.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,16.54
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c | TiO2-mp,40.0 | 120.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,10.28
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c | TiO2-mp,40.0 | 120.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,12
Cs, FA, MA,,0.05,0.7885,0.1615,,Pb,,1,,Br, I,,0.51,2.49,,100,60,TiO2-c | TiO2-mp,40.0 | 120.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,12.07
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,60,SnO2-c,15,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,18.5
Cs, FA, MA,,0.05,0.79,0.16,,Pb,,1,,Br, I,,0.51,2.49,,100,60,SnO2-c,15,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,19
Cs, FA, MA,,0.05,0.81,0.14,,Pb,,1,,Br, I,,0.4,2.6,,100,80,TiO2-c | TiO2-mp,40.0 | 175.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.12
Cs,,,,1,,,,Pb,,1,,I,,,3,,,85,15,TiO2-c,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,3.7
Cs,,,,1,,,,Pb,,1,,I,,,3,,,85,15,TiO2-c,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,4
Cs,,,,1,,,,Pb,,1,,I,,,3,,,85,15,TiO2-c,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,4.5
Cs,,,,1,,,,Pb,,1,,I,,,3,,,85,15,TiO2-c,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,4.6
Cs,,,,1,,,,Pb,,1,,I,,,3,,,85,15,TiO2-c,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,2.9
Cs,,,,1,,,,Pb,,1,,I,,,3,,,85,15,TiO2-c,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,0.98
